ticker,tf,variant,horizon,n,wr,pf,avg_return,max_dd
UC,15m,C,6,7371,59.56,1.9453,0.0435,10.2215
OJ,15m,C,3,1530,59.48,2.0452,0.2635,15.8366
DX,5m,A,6,11050,59.47,1.4515,0.0741,81.6938
LK,5m,C,4,22578,59.46,1.5781,0.0449,80.6744
W4,5m,A,8,1454,59.42,1.7371,0.2303,25.8625
NR,5m,A,6,2321,59.41,1.7402,0.1658,26.0743
GK,5m,C,8,21450,59.39,1.7783,0.1026,117.2074
MN,5m,C,4,1519,59.38,2.2786,0.0816,6.8553
UC,5m,C,4,10111,59.36,1.4764,0.0166,37.8699
SF,30m,C,4,2236,59.35,2.1719,0.6661,95.2728
GL,15m,C,6,7176,59.34,1.773,0.1256,18.2589
YD,5m,C,8,13438,59.33,1.3632,0.0587,76.6964
SF,5m,B,6,6998,59.33,4.5083,3.0882,368.3982
VI,15m,B,2,634,59.31,2.7178,0.8854,18.9823
SP,30m,C,2,1909,59.3,1.535,0.2952,244.9061
SP,15m,C,4,3563,59.28,1.6298,0.2801,134.8881
MG,30m,C,4,4003,59.28,1.9899,0.2225,11.9965
MM,15m,C,6,9020,59.25,1.718,0.1376,27.6127
ME,15m,C,4,7867,59.25,1.8119,0.1845,17.0431
VI,5m,B,4,493,59.23,2.7105,0.9006,15.5283
X5,15m,B,4,287,59.23,2.8119,0.4415,22.8573
X5,15m,B,6,287,59.23,1.9098,0.2978,22.6527
SN,15m,C,3,7766,59.23,1.7708,0.1402,18.1744
BR,5m,C,8,21728,59.23,1.5846,0.0677,117.6045
NG,5m,C,6,22639,59.2,1.2291,0.0592,1504.7851
GLDRUBF,5m,C,8,20960,59.17,1.7419,0.0492,8.4088
PD,15m,C,6,8588,59.15,1.7206,0.1717,33.2801
X5,15m,C,6,230,59.13,1.2659,0.1003,28.5137
CH,H1,A,3,252,59.13,1.9451,0.4883,13.8621
SBERF,5m,C,3,10415,59.1,2.0033,0.0443,17.6458
SS,5m,C,6,15630,59.1,1.4764,0.1212,151.4594
CE,30m,C,4,2165,59.03,1.7967,0.1629,15.6238
HY,30m,C,3,4135,59.03,2.0017,0.23,17.0963
SE,15m,C,6,7350,59.02,2.0081,0.2903,24.3219
VI,30m,B,4,605,59.01,1.6836,0.6472,73.9516
SF,5m,B,8,6998,59.0,4.2047,2.8297,500.9615
MY,30m,B,3,207,58.94,1.7617,0.2146,7.2589
MN,15m,C,4,789,58.94,1.826,0.1038,6.9063
MY,30m,A,4,241,58.92,1.935,0.246,10.1077
IB,15m,C,6,2661,58.89,1.8253,0.2011,14.3457
HS,15m,C,2,8482,58.83,1.6417,0.1242,26.8305
BM,15m,C,4,3154,58.78,1.8358,0.1596,14.8048
MY,H1,A,4,349,58.74,1.6957,0.2094,9.6703
CR,5m,C,6,3658,58.72,1.7805,0.0409,2.5122
EURRUBF,15m,C,6,8008,58.7,1.8736,0.0718,4.8343
EURRUBF,5m,C,4,19203,58.68,2.1997,0.0438,2.3842
MY,15m,B,6,121,58.68,1.5687,0.2027,9.515
VI,5m,A,3,600,58.67,1.5637,0.4183,46.395
VI,15m,A,6,754,58.62,1.8073,0.6494,31.5691
SF,5m,A,8,8137,58.62,0.9305,-0.1427,3122.9036
RL,30m,C,3,442,58.6,2.0431,0.1957,8.7096
GD,5m,C,8,21665,58.59,1.5843,0.0322,24.4077
PT,15m,C,6,8763,58.59,1.8492,0.1542,21.2643
SP,15m,C,6,3899,58.58,1.5288,0.2651,113.4587
OJ,15m,C,4,1612,58.56,1.7777,0.2347,21.7732
SF,5m,B,3,6998,58.55,5.1627,2.8498,181.6923
PD,5m,C,3,18875,58.55,1.1416,0.0246,411.151
ED,5m,C,8,22017,58.55,1.7844,0.0218,4.5455
X5,5m,C,4,422,58.53,0.7335,-0.0763,64.1368
X5,5m,C,3,405,58.52,0.4268,-0.2434,120.1395
RL,15m,C,2,730,58.49,2.0653,0.1196,4.7729
CH,15m,B,3,53,58.49,2.8156,0.4734,3.5742
KC,5m,C,3,1853,58.45,1.7616,0.0761,5.7612
PT,5m,C,3,19553,58.38,1.1998,0.0257,166.8069
OJ,5m,C,4,2992,58.36,1.9673,0.196,19.1865
CH,30m,B,3,144,58.33,2.5972,0.8531,14.559
CH,30m,B,4,144,58.33,3.0471,0.8978,21.0424
NA,5m,C,8,24017,58.33,1.3521,0.0311,86.3362
SF,5m,B,4,6998,58.32,4.1719,2.6482,182.6878
SN,15m,C,4,8271,58.29,1.703,0.1378,25.1376
HS,15m,C,3,9102,58.25,1.6061,0.1247,42.4002
CR,15m,C,6,1706,58.21,1.572,0.057,10.7147
NG,5m,C,8,24125,58.18,1.3004,0.0788,878.0506
CR,5m,C,8,3909,58.15,1.6566,0.0396,3.697
RL,5m,C,3,1930,58.08,1.8387,0.0688,13.9901
SP,5m,C,3,6714,58.06,1.3427,0.0982,110.198
MN,H1,C,3,236,58.05,1.9683,0.2104,8.807
HS,15m,C,4,9592,58.01,1.5449,0.1211,44.6789
FF,H1,B,4,69,57.97,2.5039,1.0084,18.9448
SBERF,5m,C,4,11186,57.97,1.768,0.0405,27.8012
CE,15m,C,2,3163,57.95,1.5051,0.0812,57.4855
SF,15m,B,3,5089,57.95,2.1663,1.1211,567.504
CH,15m,A,2,57,57.89,1.3409,0.1424,11.231
LK,5m,C,6,24908,57.83,1.4685,0.043,37.3186
KC,15m,C,6,941,57.81,1.6633,0.1293,15.5484
W4,30m,C,4,2045,57.8,1.5921,0.2132,35.4262
SS,5m,C,8,16396,57.8,1.4651,0.1283,108.1827
GL,5m,C,4,18533,57.78,0.8658,-0.0198,502.481
OJ,5m,C,3,2840,57.78,2.0916,0.1954,13.17
RN,5m,C,3,21004,57.78,1.297,0.031,207.0989
OJ,5m,C,6,3206,57.77,1.7579,0.1921,17.7297
Eu,5m,C,8,22207,57.73,1.5175,0.0353,76.3652
DX,30m,C,2,3725,57.72,1.9754,0.1422,38.8304
MN,5m,C,6,1624,57.7,2.0167,0.0808,9.4811
DX,5m,A,8,11049,57.68,1.4592,0.0816,41.094
OJ,15m,C,6,1728,57.64,1.6486,0.2369,35.2503
AL,5m,C,3,19518,57.64,1.1489,0.023,208.1146
ME,15m,C,6,8557,57.6,1.6389,0.1736,29.6318
SN,15m,C,6,9046,57.59,1.5694,0.1312,27.9223
SF,15m,B,4,5089,57.58,2.0012,0.981,731.1141
UC,5m,C,6,10788,57.56,1.4615,0.0184,44.2862
HY,30m,C,4,4385,57.54,1.8622,0.2153,23.9381
NM,15m,C,6,9001,57.54,1.6371,0.145,18.5304
SP,5m,C,4,7100,57.54,1.3762,0.1124,105.2099
VI,30m,B,3,605,57.52,2.0226,0.8148,71.8067
BM,15m,C,6,3469,57.51,1.7473,0.1617,19.3623
TT,5m,C,8,8571,57.5,1.1997,0.0319,161.8846
TN,5m,C,8,8571,57.5,1.1997,0.0319,161.8846
MN,H1,C,4,256,57.42,2.0864,0.2382,8.5357
BM,5m,C,3,6418,57.39,1.2889,0.0459,124.4613
MY,15m,A,2,136,57.35,1.4009,0.0969,9.6744
CH,H1,B,3,232,57.33,1.7644,0.468,14.987
W4,15m,B,3,2358,57.29,2.2971,0.3889,19.7548
KC,5m,C,4,1945,57.28,1.6487,0.0721,6.0688
CE,15m,C,3,3442,57.26,1.5061,0.0837,50.6606
W4,15m,B,4,2358,57.25,2.2064,0.3869,26.1191
CE,15m,C,4,3643,57.21,1.6181,0.1034,22.5435
IB,5m,C,6,7888,57.15,1.1379,0.0281,189.2701
GAZPF,5m,C,6,12041,57.1,1.6986,0.0648,7.8562
DX,30m,C,3,3987,57.09,1.8069,0.1263,47.9547
SE,5m,C,3,10812,57.07,1.5662,0.1177,108.3224
PD,5m,C,4,20237,57.04,1.1481,0.0266,234.8125
MY,30m,B,4,207,57.0,1.4999,0.1664,16.6301
LK,5m,C,8,26536,56.94,1.4121,0.0424,71.183
MG,15m,C,2,7131,56.92,1.5764,0.1088,27.2536
SF,15m,B,6,5087,56.89,1.7595,0.8496,685.5568
AL,5m,C,4,20712,56.89,1.1304,0.0216,210.9098
PT,5m,C,4,20933,56.88,1.1685,0.0233,216.6305
UC,5m,C,8,11287,56.87,1.5056,0.0209,18.4451
GAZPF,5m,C,8,12858,56.85,1.5365,0.0593,10.9972
VI,H1,C,4,472,56.78,1.4029,0.3796,46.6605
HS,15m,C,6,10301,56.73,1.5091,0.1185,21.1399
DX,30m,C,4,4183,56.71,1.7474,0.1312,18.4428
OJ,5m,C,8,3349,56.7,1.5826,0.1747,27.3616
EURRUBF,5m,C,6,21010,56.62,1.7771,0.0382,4.3108
RL,30m,C,4,486,56.58,1.6324,0.1458,13.044
MY,15m,B,2,122,56.56,2.1887,0.2796,6.2316
MY,15m,B,3,122,56.56,1.7287,0.2059,6.6904
MY,15m,B,4,122,56.56,1.751,0.1887,9.0821
NR,15m,B,6,2071,56.54,1.9092,0.2758,33.9104
MN,15m,C,6,844,56.52,1.445,0.0733,12.494
W4,30m,B,3,2441,56.49,2.1417,0.3652,25.7037
SE,5m,C,4,11423,56.49,1.4901,0.1129,120.2152
SF,15m,C,6,4160,56.47,1.7198,0.7829,276.9348
GL,5m,C,6,20538,56.44,0.9302,-0.0107,384.3853
SP,H1,B,2,1852,56.43,1.5682,0.4382,109.9631
AF,5m,C,3,18611,56.42,1.1561,0.0261,245.6391
SP,15m,B,4,4795,56.41,1.9426,0.399,39.3484
W4,15m,B,6,2358,56.36,2.2027,0.4036,41.6742
CH,15m,A,4,55,56.36,1.1427,0.0925,14.8239
CH,30m,A,3,158,56.33,1.4335,0.2808,19.733
SP,30m,B,2,2940,56.33,1.9604,0.4515,73.1037
VI,H1,B,3,577,56.33,1.4873,0.4357,70.0249
SP,H1,B,4,1852,56.26,1.5197,0.4984,125.7688
X5,5m,C,6,450,56.22,0.551,-0.1657,95.7976
W4,H1,B,4,1992,56.22,1.8982,0.3031,29.3665
PD,5m,C,6,22337,56.21,1.1729,0.0343,209.2922
RN,5m,C,4,22537,56.19,1.2465,0.028,218.3528
VI,5m,A,4,600,56.17,1.4988,0.3962,58.5737
VI,H1,B,4,577,56.15,1.7205,0.6808,71.7192
SP,5m,C,6,7703,56.12,1.2968,0.1004,84.8385
HY,H1,B,3,2750,56.11,1.5125,0.1593,48.6745
KC,5m,C,8,2205,56.1,1.4963,0.0735,10.0486
W4,15m,C,6,2070,56.09,1.2886,0.119,59.2522
MY,30m,B,2,207,56.04,1.679,0.2017,9.8741
MN,5m,C,8,1701,56.03,1.7908,0.0749,10.3035
SF,30m,B,3,2942,56.02,1.8457,0.5051,91.9076
SF,15m,C,4,3893,56.02,1.8363,0.9369,230.3895
CE,15m,C,6,3939,55.98,1.5409,0.1011,18.7944
SBERF,5m,C,6,12388,55.98,1.5154,0.0347,35.2707
SP,H1,B,3,1852,55.94,1.5735,0.4663,89.5814
MY,15m,A,3,136,55.88,1.2102,0.06,10.4023
SF,30m,B,2,2942,55.85,1.775,0.417,90.0031
AF,5m,C,4,19832,55.84,1.1364,0.0244,255.5847
MG,15m,C,3,7813,55.75,1.5319,0.1098,35.6661
SF,15m,B,2,5090,55.74,1.8507,0.8075,418.9318
SP,30m,B,4,2940,55.71,1.5693,0.3761,97.6148
SP,15m,B,3,4795,55.7,2.0447,0.3893,42.4895
W4,30m,C,2,1873,55.69,1.4675,0.1552,44.3601
W4,H1,B,3,1993,55.69,1.8297,0.2835,28.8514
W4,15m,B,2,2358,55.68,2.3718,0.3742,23.8734
SP,15m,B,6,4795,55.68,1.8139,0.4052,52.6003
SF,15m,C,3,3703,55.68,1.4265,0.5147,450.0501
DX,5m,B,3,10074,55.66,2.7424,0.1792,11.8429
IB,5m,C,8,8394,55.61,1.1161,0.0256,168.3697
MM,5m,C,3,20664,55.57,1.0082,0.0013,380.4495
FF,H1,A,4,72,55.56,1.4383,0.3795,22.1256
BM,5m,C,4,6901,55.56,1.2524,0.0422,97.646
W4,15m,C,4,1969,55.56,1.3367,0.1227,36.0662
KC,5m,C,6,2079,55.56,1.5641,0.0765,9.3237
VI,30m,B,2,605,55.54,1.7406,0.5741,73.0697
SP,5m,C,8,8100,55.53,1.3266,0.1217,99.1102
DX,5m,B,4,10074,55.52,2.6111,0.1769,12.9339
W4,30m,C,3,1976,55.52,1.4943,0.1744,40.3004
W4,30m,B,4,2441,55.51,2.0387,0.3425,26.8543
SF,30m,B,4,2940,55.51,1.6078,0.4038,183.5842
MN,30m,C,4,445,55.51,1.7828,0.1303,6.4633
MN,H1,B,2,366,55.46,1.2294,0.0478,7.7739
VI,H1,B,2,577,55.46,1.5053,0.4184,58.6692
AL,5m,C,6,22584,55.46,1.17,0.03,169.0468
X5,5m,C,8,469,55.44,0.5656,-0.1587,94.0468
HY,15m,C,3,7293,55.42,1.4614,0.1075,25.0472
CR,H1,B,3,744,55.38,1.2593,0.0386,16.9761
KC,H1,B,2,316,55.38,1.8944,0.1733,6.1237
HY,H1,B,4,2750,55.35,1.5185,0.1716,42.6873
MY,H1,B,3,300,55.33,1.2486,0.0884,11.807
SE,5m,C,6,12270,55.31,1.4139,0.11,133.1711
NR,15m,B,3,2072,55.31,2.0112,0.2467,34.1891
DX,5m,B,8,10073,55.3,2.3003,0.1832,31.935
SF,15m,C,2,3448,55.28,1.5241,0.6378,287.2716
EURRUBF,5m,C,8,22266,55.26,1.6156,0.036,5.0523
GL,5m,C,8,22037,55.23,0.9472,-0.0084,370.4747
PT,5m,C,6,23059,55.23,1.1503,0.0232,164.7
RB,H1,B,4,681,55.21,1.848,0.047,3.0393
PD,5m,C,8,23929,55.2,1.1809,0.0378,104.8739
SE,5m,B,6,15049,55.15,2.0229,0.2443,47.696
TT,H1,B,4,934,55.14,1.3255,0.0846,26.5549
SP,30m,B,3,2940,55.14,1.7161,0.4015,96.5311
TN,H1,B,4,934,55.14,1.3255,0.0846,26.5549
SBERF,5m,C,8,13220,55.12,1.4035,0.032,36.7594
SE,5m,C,8,12906,55.11,1.4106,0.1184,96.1691
KC,30m,B,3,650,55.08,1.5113,0.1074,9.4227
NR,30m,B,3,1680,55.06,1.6162,0.1783,24.1954
KC,H1,B,3,316,55.06,1.8202,0.1964,10.0123
X5,15m,B,3,287,55.05,2.0308,0.2824,12.4562
DX,5m,B,6,10073,55.03,2.37,0.1754,23.362
HY,H1,B,2,2750,55.02,1.4916,0.1367,37.8403
HY,30m,B,4,6077,55.01,1.5838,0.1675,62.8607
OJ,5m,B,6,3838,55.0,1.384,0.116,44.0311
SP,5m,B,4,9744,55.0,2.201,0.3051,54.4001
MY,H1,B,4,300,55.0,1.3346,0.1319,14.0367
RL,5m,C,4,2026,54.99,1.5515,0.0564,19.2375
SP,5m,B,3,9744,54.98,2.2445,0.2856,36.4742
HY,15m,C,2,6735,54.98,1.3256,0.0758,32.4316
MG,15m,C,4,8313,54.95,1.4613,0.1025,25.5034
W4,5m,C,8,1116,54.93,1.2126,0.0731,42.7109
NR,15m,B,4,2072,54.92,1.9065,0.2452,29.4229
DX,15m,B,6,9530,54.91,1.7187,0.129,22.1555
ME,5m,B,3,26193,54.91,1.8366,0.122,29.7733
RL,15m,C,3,807,54.89,1.6517,0.0982,8.3439
ME,15m,B,2,11040,54.88,1.5794,0.1157,33.0624
NR,15m,B,2,2072,54.83,1.8816,0.2245,37.3336
AL,5m,C,8,23912,54.83,1.1472,0.0286,167.4002
ME,5m,B,4,26193,54.83,1.6967,0.1163,32.5003
OJ,5m,B,3,3838,54.82,1.489,0.1089,17.6157
DX,H1,B,3,2662,54.81,1.5997,0.1205,33.3696
AF,5m,C,6,21593,54.79,1.0993,0.0201,331.0816
RL,15m,C,4,869,54.78,1.608,0.102,9.7188
DX,15m,B,4,9530,54.74,1.8106,0.1296,23.4313
RN,5m,C,6,24807,54.74,1.1757,0.023,215.6773
ME,15m,B,3,11039,54.72,1.5297,0.1227,39.3888
MG,H1,B,2,2648,54.72,1.3966,0.1107,21.6104
NR,30m,C,2,1128,54.7,1.4623,0.1249,32.3653
CH,H1,B,2,234,54.7,2.5647,0.6952,10.9277
BM,5m,C,6,7663,54.68,1.2304,0.0433,60.1095
RL,5m,C,6,2188,54.66,1.4034,0.05,11.9474
W4,H1,B,2,1994,54.61,1.9255,0.2875,24.1463
NR,30m,B,2,1681,54.61,1.6551,0.1713,38.339
DX,30m,B,3,5697,54.59,1.5678,0.1033,19.6701
DX,15m,B,2,9531,54.59,1.9716,0.1316,35.6566
SN,5m,B,3,29877,54.58,2.2358,0.1555,19.6563
CR,H1,B,4,744,54.57,1.1455,0.0244,20.8302
VI,30m,C,4,482,54.56,1.1595,0.1648,68.0476
OJ,H1,B,2,649,54.55,1.2642,0.1346,48.1907
CE,5m,C,3,6346,54.54,0.8836,-0.0187,202.113
CE,30m,B,4,2939,54.54,1.4057,0.096,38.2289
OJ,5m,B,4,3838,54.53,1.4676,0.1144,32.9281
MM,5m,C,4,22025,54.49,1.0511,0.0082,327.0449
W4,30m,B,2,2441,54.49,2.0007,0.2981,21.8482
SP,5m,B,8,9744,54.47,1.8765,0.2995,82.2952
MG,15m,B,2,11857,54.46,1.8011,0.1417,27.0883
ME,5m,B,6,26192,54.46,1.6009,0.1201,43.9745
NR,5m,B,3,1973,54.43,1.8926,0.1543,31.3887
DX,15m,B,3,9531,54.42,1.8895,0.1322,31.6202
HS,5m,B,6,27352,54.41,2.3503,0.1964,51.1344
W4,5m,C,6,1066,54.41,1.2389,0.0739,18.8371
SE,5m,B,8,15049,54.41,1.8932,0.245,52.8056
RL,30m,B,3,719,54.38,1.4288,0.0914,13.536
CE,5m,C,4,6731,54.38,0.9438,-0.0092,164.3081
SP,5m,B,6,9744,54.37,1.9799,0.296,58.8373
DX,30m,B,4,5697,54.36,1.5629,0.1077,24.7511
HS,5m,B,8,27352,54.35,2.202,0.1936,69.3246
NR,15m,C,2,1391,54.35,1.3162,0.0917,24.4928
SE,5m,B,3,15049,54.29,2.2953,0.2406,31.401
NR,H1,C,4,923,54.28,1.4661,0.1568,21.9215
MG,15m,C,6,9083,54.28,1.4098,0.1044,28.1188
ME,15m,B,6,11038,54.28,1.439,0.1345,43.9567
HY,5m,B,4,13899,54.26,2.6029,0.2518,28.662
SE,5m,B,4,15049,54.26,2.1993,0.2442,42.211
AF,5m,C,8,22943,54.25,1.1193,0.0256,229.9592
SE,H1,B,2,2035,54.25,1.2354,0.0909,54.0239
HY,15m,C,4,7745,54.24,1.3678,0.0926,48.7275
MN,30m,C,3,413,54.24,1.8615,0.1283,4.4242
ME,15m,B,4,11039,54.23,1.4636,0.1206,50.4578
VI,30m,C,3,463,54.21,1.2044,0.2059,53.6836
SN,5m,B,4,29877,54.21,2.0341,0.1463,20.5589
BM,5m,C,8,8199,54.2,1.1604,0.0338,81.0245
MG,15m,B,4,11857,54.2,1.5637,0.133,56.9605
MG,15m,B,3,11857,54.2,1.6358,0.1312,32.3179
MG,15m,B,6,11857,54.19,1.5748,0.1518,58.9041
SP,15m,B,2,4795,54.16,2.107,0.3873,37.4444
RN,5m,C,8,26484,54.16,1.1777,0.0254,161.5435
MM,5m,C,6,24025,54.15,1.0283,0.005,412.3703
SS,H1,B,4,2408,54.15,1.2321,0.1158,55.5822
ME,5m,C,4,18195,54.13,1.2361,0.0438,131.8554
SN,5m,B,6,29877,54.11,1.9704,0.1541,27.104
NR,5m,B,4,1972,54.11,1.7574,0.1529,42.7105
CE,5m,C,6,7278,54.08,0.9895,-0.0018,102.0379
HS,5m,B,4,27352,54.08,2.5275,0.1962,36.1313
ME,5m,B,8,26191,54.07,1.5061,0.1152,64.4864
DX,30m,B,2,5697,54.05,1.7276,0.1155,19.1149
ME,5m,C,3,17073,54.03,1.2183,0.0373,143.2788
NM,5m,C,3,19579,54.02,1.0342,0.0054,399.7601
AF,15m,B,3,11457,54.0,1.5524,0.1233,69.7215
OJ,5m,B,8,3837,53.97,1.3741,0.1252,39.2454
RL,H1,B,3,365,53.97,1.6091,0.1724,12.4059
HY,30m,B,3,6077,53.96,1.4589,0.1309,70.1544
PT,5m,C,8,24561,53.95,1.1061,0.0181,161.6618
NR,H1,C,3,870,53.91,1.3704,0.1244,17.2653
HY,30m,B,2,6077,53.91,1.5136,0.1287,60.3864
NR,5m,B,6,1971,53.88,1.6687,0.1581,39.4847
HY,15m,B,6,10732,53.86,1.647,0.1831,67.7043
SN,5m,B,8,29877,53.85,1.8838,0.1595,35.4084
KC,30m,B,4,650,53.85,1.3497,0.0871,17.7483
W4,15m,C,2,1796,53.84,1.3139,0.1081,58.6174
AF,15m,B,2,11458,53.83,1.6268,0.1225,62.9422
ME,5m,C,8,21173,53.81,1.2425,0.0556,54.0278
MG,5m,B,6,24696,53.8,1.9077,0.1663,41.3305
ME,30m,B,2,5480,53.78,1.3217,0.0893,100.4981
AL,H1,B,3,2447,53.78,1.2467,0.0834,28.3124
AF,30m,B,3,5404,53.77,1.3502,0.0953,51.1809
MG,5m,B,3,24696,53.76,2.154,0.1617,23.5769
W4,15m,C,3,1903,53.76,1.2189,0.0806,58.4781
VI,H1,C,2,428,53.74,1.27,0.2393,40.5102
HS,5m,B,3,27352,53.73,2.6624,0.1957,35.9107
SS,15m,B,2,10006,53.72,2.012,0.2569,37.93
CH,15m,B,2,54,53.7,1.6905,0.2685,6.1019
RN,15m,B,3,11718,53.7,1.3617,0.0544,26.7114
SS,5m,B,8,19095,53.69,2.2175,0.302,59.0808
BM,15m,B,2,4498,53.69,1.7369,0.1205,17.4744
MY,15m,A,6,136,53.68,1.2579,0.0866,16.2339
NR,H1,C,2,803,53.67,1.4536,0.135,18.563
NR,H1,B,4,1234,53.65,1.7779,0.2468,16.2184
SS,5m,B,4,19095,53.65,2.6542,0.3054,31.2185
DX,15m,C,6,7545,53.64,1.3,0.0587,45.0071
MM,5m,C,8,25396,53.64,1.0722,0.0135,228.5695
NR,5m,B,8,1971,53.63,1.5345,0.1444,35.087
MM,5m,B,3,32243,53.63,2.3097,0.139,43.7574
NM,5m,C,4,20908,53.62,1.0804,0.0132,254.6382
FF,H1,B,3,69,53.62,2.9339,1.1777,13.3439
HY,5m,B,3,13899,53.61,2.7709,0.2503,18.8132
SE,15m,B,4,8733,53.61,1.4932,0.1563,48.3751
CE,15m,B,6,5115,53.59,1.5853,0.1223,18.2303
CE,15m,B,4,5117,53.59,1.7041,0.1238,26.1598
MG,5m,B,8,24696,53.59,1.8258,0.1703,32.0085
GZ,H1,B,2,2471,53.58,1.2198,0.0538,48.905
NR,30m,B,4,1680,53.57,1.4665,0.162,26.2302
X5,H1,B,4,56,53.57,4.3351,0.5852,3.5698
ME,5m,C,6,19889,53.57,1.2564,0.0534,72.2705
NR,15m,C,3,1485,53.54,1.3751,0.1166,32.4956
HY,15m,B,4,10732,53.54,1.7257,0.1808,56.0931
HY,15m,C,6,8389,53.52,1.3114,0.089,49.7372
MM,5m,B,4,32243,53.49,2.2158,0.1421,46.1032
PD,5m,B,3,31283,53.48,2.1217,0.1383,29.9411
SE,30m,B,2,4563,53.47,1.4251,0.1276,58.1549
MG,30m,B,4,5796,53.47,1.406,0.113,45.1041
HY,5m,B,6,13899,53.47,2.3275,0.2546,35.4647
SF,H1,B,3,1384,53.47,1.0503,0.035,165.4769
SS,15m,B,4,10006,53.45,1.8713,0.2651,40.1558
SS,5m,B,6,19095,53.44,2.3369,0.2946,36.8668
RL,H1,B,4,363,53.44,1.3185,0.1067,16.4732
HS,15m,B,3,13362,53.44,1.7367,0.1431,31.4947
DX,H1,B,4,2661,53.44,1.4492,0.1032,32.493
SS,30m,B,4,4993,53.43,1.4443,0.1713,76.4478
KC,5m,B,8,2697,53.43,1.404,0.066,19.174
CE,5m,B,4,9907,53.43,2.0236,0.1134,37.9526
DX,H1,B,2,2662,53.42,1.7021,0.1255,32.7035
SE,H1,B,3,2035,53.42,1.1561,0.0704,117.3655
SE,H1,B,4,2035,53.42,1.1639,0.0819,91.4637
CC,5m,B,8,14521,53.41,1.683,0.175,57.8872
CE,5m,C,8,7706,53.41,1.0102,0.0019,101.275
NM,5m,B,6,30747,53.41,1.8675,0.1358,25.412
HY,15m,B,3,10732,53.39,1.8756,0.1911,57.1291
HY,5m,B,8,13899,53.39,2.1573,0.2474,36.4263
CE,30m,B,3,2939,53.39,1.3851,0.0839,39.8206
SS,5m,B,3,19096,53.38,2.7145,0.2986,24.5744
HS,15m,B,2,13363,53.37,1.8583,0.1437,28.2487
MG,5m,B,4,24696,53.36,2.0336,0.1609,33.2574
DX,15m,C,4,7070,53.34,1.2955,0.0539,40.5389
CC,5m,B,6,14521,53.33,1.8135,0.1781,44.2263
CE,H1,B,4,1476,53.32,1.2815,0.0798,44.1966
AF,15m,B,6,11456,53.32,1.577,0.1534,42.2189
VI,H1,C,3,454,53.3,1.3165,0.3076,66.8063
MN,30m,B,2,621,53.3,1.1866,0.0284,9.6776
MG,H1,B,3,2648,53.29,1.3021,0.0999,30.2495
SS,H1,B,3,2408,53.28,1.157,0.07,52.5309
SE,30m,B,4,4563,53.28,1.3029,0.1168,101.71
YD,15m,B,3,5929,53.28,1.7213,0.1256,24.4724
BM,15m,B,6,4498,53.27,1.4239,0.1121,39.5152
CE,5m,B,8,9907,53.26,1.7506,0.1112,40.7121
RL,15m,B,3,1307,53.25,1.2339,0.0393,28.0922
NM,5m,B,4,30747,53.25,2.0314,0.1375,19.7056
CC,15m,B,2,5044,53.23,1.3358,0.0969,76.1277
AF,15m,B,4,11457,53.23,1.5247,0.1273,44.2241
PD,15m,B,4,11629,53.22,1.4756,0.1214,49.5416
PD,5m,B,4,31283,53.22,1.9501,0.1338,35.0654
SE,15m,B,3,8733,53.21,1.5188,0.1497,37.1685
SE,15m,B,6,8732,53.21,1.4177,0.1502,56.691
LK,30m,B,2,5297,53.2,1.3021,0.0441,23.0521
CE,15m,B,3,5119,53.17,1.7771,0.1279,26.2925
RN,H1,B,4,2537,53.17,1.1145,0.0368,83.0036
VB,30m,B,2,4809,53.17,1.4313,0.0921,27.7657
SN,15m,B,6,11854,53.16,1.4366,0.1144,39.1997
ME,30m,B,4,5480,53.16,1.1818,0.0692,169.1935
LK,30m,B,3,5297,53.12,1.2463,0.0433,36.9914
NM,5m,B,3,30747,53.12,2.1465,0.1349,17.503
NR,15m,C,4,1576,53.11,1.5216,0.1605,34.3936
CC,5m,B,3,14521,53.11,2.0012,0.183,54.6827
ME,30m,B,3,5480,53.1,1.2735,0.0881,113.9276
PD,5m,B,6,31282,53.1,1.817,0.138,49.8712
BM,15m,B,3,4498,53.09,1.6285,0.1195,20.9751
SN,15m,B,4,11854,53.09,1.4482,0.1043,38.0373
SBERF,H1,B,2,1330,53.08,1.0998,0.0163,19.7431
SF,H1,B,2,1385,53.07,1.2321,0.1328,65.2231
PD,15m,B,2,11629,53.07,1.5086,0.1036,62.4109
RN,H1,B,3,2537,53.05,1.06,0.0176,71.5754
SS,15m,B,6,10006,53.02,1.6777,0.2472,58.8037
LK,15m,B,3,11124,53.01,1.3128,0.0402,27.0339
NR,H1,B,3,1234,53.0,1.9748,0.2533,17.8513
VI,5m,A,6,600,53.0,1.2912,0.2674,41.1509
NM,5m,C,8,24171,53.0,1.1051,0.0208,209.897
HS,15m,B,4,13362,52.99,1.6136,0.1309,57.087
DX,15m,C,3,6733,52.99,1.308,0.0536,29.8214
NM,5m,B,8,30746,52.99,1.7514,0.1336,22.0811
NM,5m,C,6,22840,52.98,1.0655,0.012,288.2018
HY,15m,B,2,10732,52.97,1.9781,0.1871,29.8346
SN,30m,B,2,5608,52.96,1.2927,0.0688,41.9867
MG,30m,B,2,5796,52.95,1.4071,0.0918,42.0115
PD,15m,B,6,11628,52.93,1.3632,0.1085,52.4
PD,5m,B,8,31281,52.92,1.7287,0.1378,50.9629
CE,5m,B,6,9907,52.9,1.8149,0.108,36.5431
